county,state,cases,deaths,2020 population,2019 raw GDP,percent change 2020
Sheridan,Kansas,383,0.0,2442.0,103768,28.3
Sherman,Kansas,544,7.0,5882.0,277223,2.6
Smith,Kansas,209,1.0,3559.0,161018,7.7
Stafford,Kansas,269,8.0,4064.0,195286,6.3
Stanton,Kansas,161,2.0,2072.0,242385,-3.5
Stevens,Kansas,526,6.0,5236.0,337332,4.5
Sumner,Kansas,1338,13.0,22332.0,711201,-7.4
Thomas,Kansas,931,7.0,7916.0,483434,11.8
Trego,Kansas,292,3.0,2808.0,165140,-1.9
Unknown,Kansas,0,408.0,,,
Wabaunsee,Kansas,442,7.0,6885.0,140330,-3
Wallace,Kansas,159,0.0,1514.0,98873,7.4
Washington,Kansas,436,8.0,5526.0,,
Wichita,Kansas,179,0.0,2144.0,,
Wilson,Kansas,662,7.0,8577.0,,
Woodson,Kansas,114,0.0,3103.0,,
Wyandotte,Kansas,15576,198.0,168873.0,,
Adair,Kentucky,1294,45.0,18870.0,346089,-0.8
Allen,Kentucky,1167,18.0,20595.0,457926,-6.6
Anderson,Kentucky,971,2.0,23869.0,513638,-4
Ballard,Kentucky,233,2.0,7724.0,203399,2.5
Barren,Kentucky,2563,35.0,44445.0,1319369,-3.1
Bath,Kentucky,505,8.0,12708.0,183392,-3.4
Bell,Kentucky,1787,26.0,23942.0,706970,-3.3
Boone,Kentucky,7800,43.0,136403.0,10561822,-3.4
Bourbon,Kentucky,1000,1.0,20285.0,955326,-9.7
Boyd,Kentucky,3003,31.0,48175.0,4082463,-0.7
Boyle,Kentucky,2162,2.0,30701.0,1148042,-6.4
Bracken,Kentucky,275,3.0,8390.0,138408,2.4
Breathitt,Kentucky,597,3.0,13679.0,202568,-9.7
Breckinridge,Kentucky,658,5.0,20432.0,357495,1.7
Bullitt,Kentucky,4134,30.0,82293.0,2264688,-1.4
Butler,Kentucky,814,16.0,12318.0,294221,-2.5
Caldwell,Kentucky,869,15.0,12632.0,351121,3.8
Calloway,Kentucky,2344,25.0,37147.0,1300051,-4.2
Campbell,Kentucky,4650,35.0,93086.0,3122673,-3.8
Carlisle,Kentucky,328,1.0,4811.0,154344,-3.4
Carroll,Kentucky,527,6.0,10833.0,1989506,-9.5
Carter,Kentucky,1363,6.0,26575.0,441471,0.3
Casey,Kentucky,884,27.0,15886.0,300052,2.9
Christian,Kentucky,4310,57.0,72696.0,5277096,0.4
Clark,Kentucky,1452,15.0,36999.0,1389224,-5.6
Clay,Kentucky,1623,8.0,20294.0,300081,-2.2
Clinton,Kentucky,923,20.0,9216.0,300112,-2.2
Crittenden,Kentucky,336,3.0,8985.0,178095,-0.3
Cumberland,Kentucky,427,6.0,5856.0,144568,4.4
Daviess,Kentucky,5737,92.0,103291.0,4162469,-3.1
Edmonson,Kentucky,559,13.0,12132.0,164971,1.2
Elliott,Kentucky,784,1.0,7334.0,72925,-4.6
Estill,Kentucky,670,0.0,14134.0,193412,-0.8
Fayette,Kentucky,23169,160.0,322403.0,18608398,-4.6
Fleming,Kentucky,711,2.0,15091.0,282228,3.4
Floyd,Kentucky,1805,15.0,35756.0,1057027,-5.6
Franklin,Kentucky,2132,19.0,51569.0,2728399,-2.5
Fulton,Kentucky,363,4.0,6501.0,181588,-1.6
Gallatin,Kentucky,426,9.0,8667.0,350515,4.1
Garrard,Kentucky,940,4.0,16935.0,233633,-3.5
Grant,Kentucky,1289,8.0,25008.0,464860,-3.2
Graves,Kentucky,2632,47.0,36512.0,1153315,-2.7
Grayson,Kentucky,1295,32.0,26410.0,653214,-1.7
Green,Kentucky,811,12.0,11112.0,145641,8.4
Greenup,Kentucky,2275,19.0,35852.0,858427,-6.9
Hancock,Kentucky,447,12.0,9092.0,809526,4.9
Hardin,Kentucky,5949,42.0,110719.0,4739384,-2.5
Harlan,Kentucky,1538,18.0,26689.0,506870,-5.9
Harrison,Kentucky,729,1.0,18705.0,469763,-2.1
Hart,Kentucky,1238,9.0,19271.0,523882,-4
Henderson,Kentucky,2939,49.0,44645.0,1860747,-1.8
Henry,Kentucky,814,4.0,15666.0,316576,1.6
Hickman,Kentucky,223,5.0,4521.0,181818,-12.8
Hopkins,Kentucky,2670,103.0,45367.0,1755912,-5.5
Jackson,Kentucky,846,19.0,12951.0,148395,-5.5
Jefferson,Kentucky,52277,658.0,782123.0,50106756,-3.1
Jessamine,Kentucky,2621,46.0,52972.0,1884149,-3.9
Johnson,Kentucky,1120,15.0,22634.0,405228,-3.1
Kenton,Kentucky,8997,79.0,169183.0,7702883,-0.4
Knott,Kentucky,738,14.0,14160.0,207437,-3.9
Knox,Kentucky,1763,10.0,30135.0,557439,-5.7
Larue,Kentucky,816,4.0,14870.0,195499,4
Laurel,Kentucky,3645,14.0,62662.0,1914336,-3.7
Lawrence,Kentucky,758,5.0,16288.0,324037,-0.9
Lee,Kentucky,1043,18.0,7360.0,119334,1.7
Leslie,Kentucky,471,1.0,10455.0,157687,-7.1
Letcher,Kentucky,1027,3.0,21428.0,323567,-6.7
Lewis,Kentucky,775,23.0,13061.0,184836,-0.7
Lincoln,Kentucky,1443,23.0,24238.0,371568,-0.8
Livingston,Kentucky,488,5.0,8845.0,256428,6.8
Logan,Kentucky,1697,39.0,27497.0,1152832,3.5
Lyon,Kentucky,320,5.0,8664.0,201401,-1.8
Madison,Kentucky,5706,35.0,92920.0,2721651,-4.8
Magoffin,Kentucky,701,1.0,11594.0,148681,-4.3
Marion,Kentucky,1510,20.0,19580.0,833855,-4.6
Marshall,Kentucky,1558,20.0,31665.0,1300162,-2.9
Martin,Kentucky,657,10.0,11228.0,245888,-15
Mason,Kentucky,920,17.0,17085.0,973633,4.9
McCracken,Kentucky,4265,41.0,67836.0,3878458,-6
McCreary,Kentucky,1164,8.0,16851.0,225356,2.8
McLean,Kentucky,549,21.0,9114.0,279477,-18
Meade,Kentucky,1133,4.0,29981.0,492501,1
Menifee,Kentucky,215,1.0,6115.0,79018,0.3
Mercer,Kentucky,1365,6.0,22616.0,723499,-3.8
Metcalfe,Kentucky,601,9.0,10271.0,160767,3.1
Monroe,Kentucky,945,26.0,11301.0,286191,-2
Montgomery,Kentucky,1378,12.0,28091.0,917274,-4.4
Morgan,Kentucky,518,0.0,13719.0,236676,-6.4
Muhlenberg,Kentucky,1991,38.0,30875.0,1169173,-8.8
Nelson,Kentucky,2855,17.0,46756.0,1437498,-2.3
Nicholas,Kentucky,255,3.0,7536.0,89098,-4.2
Ohio,Kentucky,1505,30.0,23726.0,,
Oldham,Kentucky,3737,48.0,67642.0,,
Owen,Kentucky,428,6.0,11294.0,,
Owsley,Kentucky,304,10.0,4018.0,,
Pendleton,Kentucky,612,1.0,14640.0,,
Perry,Kentucky,1552,15.0,28378.0,,
Pike,Kentucky,2923,34.0,58408.0,,
Powell,Kentucky,686,0.0,13085.0,,
Pulaski,Kentucky,3875,62.0,65016.0,,
Robertson,Kentucky,138,5.0,2184.0,,
Rockcastle,Kentucky,842,8.0,16053.0,,
Rowan,Kentucky,1214,3.0,24732.0,,
Russell,Kentucky,1142,35.0,17975.0,,
Scott,Kentucky,2457,23.0,57477.0,,
Shelby,Kentucky,2989,28.0,48179.0,,
Simpson,Kentucky,1191,11.0,19620.0,,
Spencer,Kentucky,987,5.0,19564.0,,
Taylor,Kentucky,1747,21.0,26020.0,,
Todd,Kentucky,686,16.0,12280.0,,
Trigg,Kentucky,658,3.0,14068.0,,
Trimble,Kentucky,373,0.0,8461.0,,
Union,Kentucky,954,9.0,13646.0,,
Warren,Kentucky,10194,84.0,134933.0,,
Washington,Kentucky,869,9.0,12024.0,,
Wayne,Kentucky,1455,20.0,19528.0,,
Webster,Kentucky,741,13.0,12989.0,,
Whitley,Kentucky,2741,9.0,36687.0,,
Wolfe,Kentucky,300,3.0,6552.0,,
Woodford,Kentucky,1253,1.0,26892.0,,
Acadia,Louisiana,5082,153.0,57455.0,1443461,-0.2
Allen,Louisiana,2458,71.0,22697.0,643915,-5.5
Ascension,Louisiana,7849,117.0,126984.0,8408442,-5.9
Assumption,Louisiana,1379,28.0,20968.0,466957,-8.2
Avoyelles,Louisiana,2695,90.0,39616.0,842023,-3
Beauregard,Louisiana,1977,54.0,36573.0,996718,-0.8
Bienville,Louisiana,1202,47.0,12899.0,706206,-11.2
Bossier,Louisiana,8979,199.0,128615.0,5207876,-5.4
Caddo,Louisiana,17819,517.0,237056.0,12450126,-5.7
Calcasieu,Louisiana,13933,285.0,216416.0,15512865,-9.1
Caldwell,Louisiana,922,21.0,9617.0,180016,-6.1
Cameron,Louisiana,381,4.0,5619.0,1259147,-17.3
Catahoula,Louisiana,853,22.0,8859.0,179326,-1.2
Claiborne,Louisiana,1072,34.0,14109.0,443390,-13.2
Concordia,Louisiana,1448,38.0,18589.0,548198,-0.7
De Soto,Louisiana,1764,51.0,26854.0,3717166,-17.9
East Baton Rouge,Louisiana,25726,583.0,455884.0,34139057,-5.8
East Carroll,Louisiana,959,16.0,7383.0,161249,4.6
East Feliciana,Louisiana,2458,91.0,19451.0,451024,0
Evangeline,Louisiana,2624,57.0,32307.0,851685,2.2
Franklin,Louisiana,2044,81.0,19721.0,560061,-4.1
Grant,Louisiana,1501,40.0,22129.0,328655,-2.6
Iberia,Louisiana,4840,120.0,69725.0,2986732,-9.5
Iberville,Louisiana,2683,73.0,30095.0,1902581,-6.3
Jackson,Louisiana,1392,38.0,14989.0,442405,-6.1
Jefferson,Louisiana,31498,669.0,439845.0,21821050,-7.3
Jefferson Davis,Louisiana,2285,65.0,32166.0,879901,0.1
LaSalle,Louisiana,1149,23.0,14812.0,505692,-6.7
Lafayette,Louisiana,16753,188.0,242004.0,13091842,-7.2
Lafourche,Louisiana,6250,162.0,97495.0,3767904,-2.2
Lincoln,Louisiana,3339,73.0,48259.0,2110843,-5.1
Livingston,Louisiana,8761,125.0,142726.0,2967823,-3.2
Madison,Louisiana,1307,18.0,9927.0,419594,0.2
Morehouse,Louisiana,2133,46.0,25430.0,576198,0.4
Natchitoches,Louisiana,2840,58.0,37349.0,1298701,-5.7
Orleans,Louisiana,20780,679.0,383282.0,21944520,-7.8
Ouachita,Louisiana,13951,284.0,160003.0,6451069,-4.4
Plaquemines,Louisiana,1708,21.0,23466.0,3898382,-8.3
Pointe Coupee,Louisiana,1918,57.0,20689.0,807285,-13.2
Rapides,Louisiana,8258,212.0,129607.0,5183392,-4.1
Red River,Louisiana,661,29.0,7619.0,1169410,-20.4
Richland,Louisiana,1744,40.0,19997.0,558917,-1.3
Sabine,Louisiana,2064,44.0,22118.0,788101,-11.1
St. Bernard,Louisiana,2367,39.0,43838.0,1474182,1.4
St. Charles,Louisiana,3637,73.0,52481.0,8705733,0.4
St. Helena,Louisiana,707,5.0,10889.0,179542,-4.3
St. James,Louisiana,1323,43.0,20127.0,3131651,-6.9
St. John the Baptist,Louisiana,2649,119.0,42394.0,4276736,-4.6
St. Landry,Louisiana,6576,202.0,82273.0,2331914,1.3
St. Martin,Louisiana,3804,82.0,51604.0,1172638,-7.1
St. Mary,Louisiana,3080,102.0,49140.0,2229956,-8.2
St. Tammany,Louisiana,15312,345.0,264933.0,11296810,-2.9
Tangipahoa,Louisiana,9038,184.0,133549.0,3938183,2
Tensas,Louisiana,273,3.0,4116.0,144208,-15.3
Terrebonne,Louisiana,6260,149.0,109319.0,5069581,-9.7
Union,Louisiana,1842,66.0,21124.0,461788,-8.9
Unknown,Louisiana,399,0.0,,,
Vermilion,Louisiana,3518,85.0,57289.0,1518462,-5.5
Vernon,Louisiana,2168,76.0,48582.0,1858450,-1.9
Washington,Louisiana,3135,87.0,45370.0,,
Webster,Louisiana,2822,68.0,36864.0,,
West Baton Rouge,Louisiana,1836,48.0,27236.0,,
West Carroll,Louisiana,913,34.0,9694.0,,
West Feliciana,Louisiana,950,25.0,15256.0,,
Winn,Louisiana,1227,30.0,13721.0,,
Androscoggin,Maine,2667,44.0,111039.0,4336828,-0.7
Aroostook,Maine,617,8.0,66994.0,2328600,1.4
Cumberland,Maine,7233,97.0,303312.0,20335255,-0.6
Franklin,Maine,451,5.0,29418.0,986397,-3.9
Hancock,Maine,550,12.0,55460.0,2261302,-2.6
Kennebec,Maine,1812,29.0,123754.0,5210153,-0.3
Knox,Maine,370,4.0,40609.0,1661849,-2.7
Lincoln,Maine,301,2.0,35192.0,1085513,-2.8
Oxford,Maine,1115,21.0,57849.0,1537957,-1.9
Penobscot,Maine,2050,20.0,152007.0,6021508,-1.6
Piscataquis,Maine,117,1.0,16768.0,507211,-1.1
Sagadahoc,Maine,387,1.0,36688.0,1563075,-12.7
Somerset,Maine,743,21.0,50404.0,1532489,0.9
Unknown,Maine,1,0.0,,,
Waldo,Maine,380,17.0,39635.0,1235893,0.4
Washington,Maine,377,2.0,31062.0,,
York,Maine,5030,63.0,212089.0,,
Allegany,Maryland,5404,153.0,67947.0,2701011,-3.4
Anne Arundel,Maryland,24421,365.0,588769.0,47036809,-4.5
Baltimore,Maryland,38686,933.0,853073.0,51496525,-7.7
Baltimore city,Maryland,31558,704.0,,,
Calvert,Maryland,2232,45.0,92857.0,4104267,0.3
Caroline,Maryland,1319,10.0,33290.0,1146764,-9.3
Carroll,Maryland,5172,165.0,172890.0,5809225,-4
Cecil,Maryland,3570,74.0,103740.0,4397763,-0.3
Charles,Maryland,6037,124.0,166682.0,5393681,-3
Dorchester,Maryland,1372,22.0,32508.0,1192798,-1.4
Frederick,Maryland,11309,194.0,272737.0,12654015,-3.3
Garrett,Maryland,1457,50.0,28761.0,1180073,-3.2
Harford,Maryland,8555,164.0,261122.0,12157167,-1.4
Howard,Maryland,11228,180.0,332722.0,25375945,-3.2
Kent,Maryland,739,27.0,19142.0,870799,-5.8
Montgomery,Maryland,46243,1124.0,1061243.0,84245073,-3.6
Prince George's,Maryland,54614,1085.0,965601.0,42021090,-5
Queen Anne's,Maryland,1665,28.0,49983.0,1711130,-6.5
Somerset,Maryland,1792,22.0,24567.0,787539,-6.1
St. Mary's,Maryland,3255,87.0,113953.0,6902651,2
Talbot,Maryland,1164,8.0,37456.0,1877804,-9.8
Unknown,Maryland,0,57.0,,,
Washington,Maryland,8208,149.0,154586.0,,
Wicomico,Maryland,4675,77.0,103473.0,,
Worcester,Maryland,2159,48.0,52445.0,,
Barnstable,Massachusetts,5396,238.0,228969.0,12120706,-6.9
Berkshire,Massachusetts,2907,138.0,128758.0,6310394,-6.5
Bristol,Massachusetts,34655,1071.0,579172.0,24369699,-4.5
Dukes,Massachusetts,483,0.0,20581.0,1430082,-8
Essex,Massachusetts,58429,1698.0,809218.0,42568760,-4.8
Franklin,Massachusetts,1278,92.0,70988.0,2829006,-4.6
Hampden,Massachusetts,26282,1046.0,464908.0,20619111,-4.6
Hampshire,Massachusetts,3832,198.0,162064.0,7135235,-7.5
Middlesex,Massachusetts,75615,2729.0,1629422.0,163832374,-1.8
Nantucket,Massachusetts,748,2.0,14244.0,1341023,-10
Norfolk,Massachusetts,27296,1302.0,726025.0,49858603,-5.4
Plymouth,Massachusetts,24296,1005.0,530979.0,23945878,-6.7
Suffolk,Massachusetts,54556,1374.0,795431.0,121032551,-3.6
Unknown,Massachusetts,16810,7.0,,,
Worcester,Massachusetts,42595,1523.0,861461.0,40294714,-2.8
Alcona,Michigan,336,14.0,10158.0,203951,-3.3
Alger,Michigan,446,2.0,8834.0,222713,6.4
Allegan,Michigan,5758,66.0,120596.0,4076546,-1
Alpena,Michigan,1142,26.0,28877.0,976469,-3.3
Antrim,Michigan,620,9.0,23421.0,549958,-2
Arenac,Michigan,597,24.0,14990.0,407884,-4.3
Baraga,Michigan,610,28.0,8128.0,246496,-1.1
Barry,Michigan,2968,34.0,62548.0,1491876,-2.2
Bay,Michigan,6219,187.0,103594.0,3240660,-0.7
Benzie,Michigan,658,26.0,17974.0,477431,-0.4
Berrien,Michigan,9371,189.0,154095.0,6832030,0.9
Branch,Michigan,3887,91.0,44810.0,1329477,-0.2
Calhoun,Michigan,7802,189.0,134113.0,5845846,-2.5
Cass,Michigan,3194,45.0,51563.0,1036008,-3.5
Charlevoix,Michigan,849,10.0,26012.0,1102908,-6
Cheboygan,Michigan,737,33.0,25599.0,573688,-6.7
Chippewa,Michigan,2780,20.0,36744.0,1018456,-2.3
Clare,Michigan,1224,41.0,30822.0,980822,1.4
Clinton,Michigan,3879,40.0,79128.0,1985877,-0.5
Crawford,Michigan,457,6.0,12965.0,389840,-5.5
Delta,Michigan,2889,77.0,36842.0,1133913,-2
Dickinson,Michigan,2174,68.0,25886.0,1209642,-2.3
Eaton,Michigan,4667,88.0,109106.0,4755123,-2.7
Emmet,Michigan,1207,33.0,34090.0,1593610,-6.2
Genesee,Michigan,21619,596.0,405648.0,14924552,-5.4
Gladwin,Michigan,1184,32.0,25369.0,454438,-4.2
Gogebic,Michigan,1002,38.0,14315.0,427706,-2.9
Grand Traverse,Michigan,3042,46.0,95315.0,4751080,-3.7
Gratiot,Michigan,4148,71.0,41662.0,1225796,4
Hillsdale,Michigan,2588,57.0,45677.0,1404188,-2.9
Houghton,Michigan,1974,32.0,37160.0,1010979,-2
Huron,Michigan,1523,42.0,31351.0,1366647,6.5
Ingham,Michigan,12635,184.0,284520.0,15266950,-4.5
Ionia,Michigan,4848,46.0,66861.0,1564551,-10.2
Iosco,Michigan,1104,46.0,25191.0,761070,0.5
Iron,Michigan,813,37.0,11637.0,300251,-3.4
Isabella,Michigan,3426,42.0,64488.0,2130052,-5.2
Jackson,Michigan,10366,176.0,160200.0,6035348,-2.7
Kalamazoo,Michigan,12232,240.0,261629.0,12734704,-5.5
Kalkaska,Michigan,492,12.0,17925.0,518146,-5.2
Kent,Michigan,43280,543.0,658040.0,38783598,-4.8
Keweenaw,Michigan,82,2.0,2055.0,46691,-2.2
Lake,Michigan,304,9.0,12099.0,207535,3.1
Lapeer,Michigan,4334,108.0,88528.0,2074540,-3
Leelanau,Michigan,626,7.0,22302.0,740296,-5.7
Lenawee,Michigan,5353,66.0,99214.0,2694299,-1.7
Livingston,Michigan,7853,74.0,193973.0,6505086,-3.1
Luce,Michigan,976,0.0,5325.0,141689,-4.6
Mackinac,Michigan,380,2.0,10830.0,396321,-8
Macomb,Michigan,49744,1606.0,880349.0,35914052,-5.7
Manistee,Michigan,609,15.0,25063.0,784103,-1.2
Marquette,Michigan,4408,52.0,65931.0,2664061,-5.4
Mason,Michigan,979,19.0,29064.0,943116,-3.7
Mecosta,Michigan,1651,14.0,39781.0,1145045,-3.5
Menominee,Michigan,1689,25.0,23423.0,696962,-8.3
Midland,Michigan,4011,44.0,83476.0,4747069,-3.1
Missaukee,Michigan,481,8.0,15067.0,435867,-7.9
Monroe,Michigan,7595,149.0,154796.0,5448244,-4.5
Montcalm,Michigan,3205,65.0,66515.0,1472629,1.2
Montmorency,Michigan,286,9.0,9155.0,274997,-4.3
Muskegon,Michigan,11067,269.0,175817.0,5701513,-4.5
Newaygo,Michigan,2253,33.0,50042.0,1309772,-6
Oakland,Michigan,61195,1636.0,1272408.0,97010130,-5.9
Oceana,Michigan,1605,43.0,26688.0,628565,-5.6
Ogemaw,Michigan,921,30.0,20740.0,511013,-0.1
Ontonagon,Michigan,306,16.0,5804.0,119361,2.4
Osceola,Michigan,841,18.0,22887.0,693583,-1.8
Oscoda,Michigan,308,15.0,8234.0,197946,-12.6
Otsego,Michigan,1026,22.0,25102.0,934865,1.2
Ottawa,Michigan,18640,272.0,296787.0,13249577,-2.2
Presque Isle,Michigan,530,9.0,12979.0,313852,-0.1
Roscommon,Michigan,963,27.0,23432.0,519295,3
Saginaw,Michigan,12367,383.0,189831.0,7732704,-5.7
Sanilac,Michigan,1497,57.0,40506.0,1138959,-1.3
Schoolcraft,Michigan,229,4.0,8041.0,259126,-5.6
Shiawassee,Michigan,2954,58.0,67983.0,1539042,-2.7
St. Clair,Michigan,7088,160.0,160265.0,4830186,-3.1
St. Joseph,Michigan,3584,50.0,60902.0,1857701,1.7
Tuscola,Michigan,2637,89.0,53274.0,1141575,5.1
Unknown,Michigan,7105,37.0,,,
Van Buren,Michigan,4044,78.0,75556.0,2641262,3.9
Washtenaw,Michigan,14234,200.0,371656.0,22929578,-3.2
Wayne,Michigan,84967,3626.0,1790225.0,88105701,-6.2
Wexford,Michigan,994,18.0,33676.0,1203376,-5.9
Aitkin,Minnesota,1023,32.0,15693.0,444850,-3.1
Anoka,Minnesota,28973,323.0,364299.0,14449032,-4.7
Becker,Minnesota,2680,36.0,35147.0,1327508,-3.6
Beltrami,Minnesota,2871,41.0,46230.0,1637687,-1.6
Benton,Minnesota,3888,78.0,41338.0,1673672,-1.7
Big Stone,Minnesota,434,3.0,5147.0,179291,14.8
Blue Earth,Minnesota,5040,28.0,69173.0,3742998,-2
Brown,Minnesota,2011,32.0,25885.0,1390355,-5.5
Carlton,Minnesota,2595,37.0,36156.0,1183667,-0.1
Carver,Minnesota,6449,33.0,107286.0,5135867,-3
Cass,Minnesota,1928,20.0,30125.0,910489,-2.7
Chippewa,Minnesota,1275,29.0,12593.0,553040,0
Chisago,Minnesota,4149,27.0,56670.0,1498517,-3
Clay,Minnesota,6163,78.0,65351.0,1861304,-1.9
Clearwater,Minnesota,657,14.0,8580.0,262797,-6.1
Cook,Minnesota,104,0.0,5592.0,236099,-9.8
Cottonwood,Minnesota,1221,15.0,11489.0,587435,10.4
Crow Wing,Minnesota,4509,64.0,66236.0,2546761,-4.1
Dakota,Minnesota,30280,277.0,440317.0,25781155,-4.5
Dodge,Minnesota,1175,4.0,20861.0,733746,-8.8
Douglas,Minnesota,3481,59.0,39079.0,1821547,-1.7
Faribault,Minnesota,911,11.0,13888.0,452986,8.9
Fillmore,Minnesota,1110,1.0,21246.0,580689,4.7
Freeborn,Minnesota,1992,18.0,30883.0,1167304,-2.3
Goodhue,Minnesota,3059,42.0,47536.0,2658926,0.5
Grant,Minnesota,390,7.0,6080.0,263664,2.8
Hennepin,Minnesota,86273,1382.0,1281267.0,127237733,-4.5
Houston,Minnesota,1185,12.0,18818.0,523844,-0.8
Hubbard,Minnesota,1396,37.0,21380.0,716813,-4.7
Isanti,Minnesota,2636,31.0,41383.0,1064444,-5.5
Itasca,Minnesota,2692,39.0,44984.0,1966460,-7.3
Jackson,Minnesota,791,8.0,9969.0,670699,-4
Kanabec,Minnesota,924,18.0,16040.0,389684,-3.2
Kandiyohi,Minnesota,5379,65.0,43685.0,2148818,-2
Kittson,Minnesota,341,18.0,4180.0,182553,20.4
Koochiching,Minnesota,546,9.0,12031.0,496098,-4.4
Lac qui Parle,Minnesota,603,14.0,6701.0,239398,11
Lake,Minnesota,547,15.0,10885.0,590652,-15.5
Lake of the Woods,Minnesota,152,1.0,3760.0,183391,0.2
Le Sueur,Minnesota,1950,15.0,28627.0,917293,-0.8
Lincoln,Minnesota,454,1.0,5628.0,348891,3.1
Lyon,Minnesota,2847,29.0,25174.0,1498516,-8.1
Mahnomen,Minnesota,396,7.0,5374.0,157697,-7.8
Marshall,Minnesota,675,12.0,9035.0,358568,7
Martin,Minnesota,1570,25.0,19970.0,1093326,-11.1
McLeod,Minnesota,3073,39.0,36701.0,1710922,-4.5
Meeker,Minnesota,1879,32.0,23428.0,921919,-3.9
Mille Lacs,Minnesota,2028,43.0,26410.0,783528,-6.9
Morrison,Minnesota,2914,43.0,33980.0,1116878,-1.3
Mower,Minnesota,3321,25.0,40049.0,1681589,1.5
Murray,Minnesota,755,5.0,8168.0,597978,-5.4
Nicollet,Minnesota,2073,32.0,34490.0,1485064,-2.5
Nobles,Minnesota,3530,46.0,22183.0,1238412,-1.7
Norman,Minnesota,410,8.0,6422.0,225905,-0.1
Olmsted,Minnesota,9309,61.0,162991.0,10960572,-3.2
Otter Tail,Minnesota,4216,50.0,60024.0,2131442,1
Pennington,Minnesota,905,14.0,13939.0,1680957,-3.2
Pine,Minnesota,2472,12.0,28854.0,672421,-1.1
Pipestone,Minnesota,875,21.0,9405.0,742531,-9.7
Polk,Minnesota,3198,49.0,31051.0,1253287,6.2
Pope,Minnesota,690,4.0,11309.0,513791,1.6
Ramsey,Minnesota,37111,688.0,551480.0,38927888,-5.5
Red Lake,Minnesota,309,4.0,3936.0,151867,-5.9
Redwood,Minnesota,1308,26.0,15391.0,857109,-1
Renville,Minnesota,1291,39.0,14684.0,722010,5.5
Rice,Minnesota,5516,55.0,67030.0,2553736,-2.2
Rock,Minnesota,1025,10.0,9705.0,732101,-10.3
Roseau,Minnesota,1599,14.0,15294.0,1086327,-11
Scott,Minnesota,11016,81.0,151265.0,6489380,-2.8
Sherburne,Minnesota,7654,57.0,97479.0,3159842,-5.2
Sibley,Minnesota,1021,5.0,14802.0,422100,2.8
St. Louis,Minnesota,12538,205.0,199962.0,9794058,-8.7
Stearns,Minnesota,16946,172.0,158349.0,8157758,-3.2
Steele,Minnesota,2512,9.0,37352.0,2174736,-3.7
Stevens,Minnesota,671,6.0,9646.0,600482,0.6
Swift,Minnesota,790,16.0,9791.0,446966,0.6
Todd,Minnesota,2226,27.0,25250.0,836085,-2.1
Traverse,Minnesota,216,2.0,3346.0,183309,29.7
Unknown,Minnesota,503,59.0,,,
Wabasha,Minnesota,1500,2.0,21417.0,698721,4.6
Wadena,Minnesota,1123,12.0,14107.0,493901,-2.4
Waseca,Minnesota,1755,13.0,18954.0,717795,4.3
Washington,Minnesota,18467,190.0,268191.0,,
Watonwan,Minnesota,1024,7.0,11221.0,,
Wilkin,Minnesota,588,7.0,6481.0,,
Winona,Minnesota,3565,43.0,49606.0,,
Wright,Minnesota,10834,88.0,141759.0,,
Yellow Medicine,Minnesota,880,14.0,9492.0,,
Adams,Mississippi,1801,58.0,29405.0,872741,-5.3
Alcorn,Mississippi,2210,40.0,34680.0,1118894,-3
Amite,Mississippi,859,23.0,12698.0,223659,-7.9
Attala,Mississippi,1728,51.0,17828.0,413264,4
Benton,Mississippi,675,21.0,7661.0,230686,19.6
Bolivar,Mississippi,3418,95.0,30849.0,864424,-0.5
Calhoun,Mississippi,1175,17.0,13240.0,249310,6
Carroll,Mississippi,932,18.0,9941.0,98710,-0.9
Chickasaw,Mississippi,1594,37.0,17067.0,486362,2.2
Choctaw,Mississippi,518,10.0,8202.0,659484,0
Claiborne,Mississippi,708,20.0,9093.0,689276,-21.5
Clarke,Mississippi,1202,58.0,15533.0,274560,-4.8
Clay,Mississippi,1329,30.0,18645.0,498752,-1.3
Coahoma,Mississippi,1955,52.0,21232.0,639791,-4.1
Copiah,Mississippi,2182,45.0,28293.0,621957,-5.5
Covington,Mississippi,1843,67.0,18313.0,555124,-7.4
DeSoto,Mississippi,14714,139.0,185902.0,5378488,2
Forrest,Mississippi,5232,101.0,78136.0,3209875,-1.7
Franklin,Mississippi,586,9.0,7653.0,169724,0
George,Mississippi,1732,35.0,24335.0,425689,1.8
Greene,Mississippi,988,25.0,13501.0,139412,-1.6
Grenada,Mississippi,1962,62.0,21581.0,826510,-2.4
Hancock,Mississippi,2033,55.0,46075.0,1385884,5
Harrison,Mississippi,10680,157.0,208613.0,7826548,-2.6
Hinds,Mississippi,13966,265.0,226636.0,10892247,-3.2
Holmes,Mississippi,1592,65.0,16912.0,243961,-1.3
Humphreys,Mississippi,726,22.0,7715.0,168325,2.6
Issaquena,Mississippi,152,4.0,1326.0,19842,28.7
Itawamba,Mississippi,2279,51.0,23824.0,513058,4.9
Jackson,Mississippi,8771,158.0,143291.0,7145046,-2.2
Jasper,Mississippi,1435,25.0,16348.0,558723,-3.5
Jefferson,Mississippi,466,14.0,7254.0,109849,2
Jefferson Davis,Mississippi,762,24.0,11258.0,171890,-6.2
Jones,Mississippi,5236,97.0,67142.0,2413199,-6.9
Kemper,Mississippi,655,19.0,8983.0,322295,-8.7
Lafayette,Mississippi,4250,83.0,55905.0,1911482,-3
